
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
76:4F:D3:A6:EE:56, 2020-04-19 12:05:27, 2020-04-19 12:05:27, -83,        2, (not associated) ,
DA:A1:19:A8:A8:A8, 2020-04-19 08:51:26, 2020-04-19 12:02:28, -80,        5, (not associated) ,
DA:A1:19:95:6C:E5, 2020-04-19 12:02:27, 2020-04-19 12:02:27, -86,        1, (not associated) ,
DE:A0:EC:F0:01:E4, 2020-04-19 12:01:39, 2020-04-19 12:01:39, -51,       10, (not associated) ,
A8:DB:03:1F:76:83, 2020-04-19 12:01:15, 2020-04-19 12:01:16, -88,        4, E0:8E:3C:12:C6:F0,
10:E9:53:42:20:A1, 2020-04-19 12:00:41, 2020-04-19 12:00:43, -88,       52, 0C:7C:28:6E:0B:C8,
DA:A1:19:CF:31:59, 2020-04-19 12:00:04, 2020-04-19 12:00:04, -85,        1, (not associated) ,
24:18:1D:9F:12:FA, 2020-04-19 11:56:18, 2020-04-19 11:56:19, -92,        2, A8:D3:F7:93:57:D6,SINGTEL-57D4
DA:A1:19:24:B9:FC, 2020-04-19 11:55:56, 2020-04-19 11:55:56, -86,        1, (not associated) ,
5A:8B:91:CE:C6:9B, 2020-04-19 11:36:52, 2020-04-19 11:54:52, -31,        2, (not associated) ,
DA:A1:19:CC:DB:40, 2020-04-19 11:54:54, 2020-04-19 11:54:54, -82,        1, (not associated) ,
DA:A1:19:DE:DE:DE, 2020-04-19 11:52:42, 2020-04-19 11:52:42, -77,        1, (not associated) ,
DA:A1:19:81:89:73, 2020-04-19 11:44:34, 2020-04-19 11:44:34, -87,        1, (not associated) ,
DA:A1:19:DF:DF:DF, 2020-04-19 11:42:54, 2020-04-19 11:42:54, -85,        1, (not associated) ,
DA:A1:19:8D:0E:3B, 2020-04-19 11:37:00, 2020-04-19 11:37:00, -84,        1, (not associated) ,
DA:A1:19:0E:CC:C1, 2020-04-19 11:34:36, 2020-04-19 11:34:36, -84,        1, (not associated) ,
DA:A1:19:03:DB:E2, 2020-04-19 11:33:14, 2020-04-19 11:33:14, -83,        1, (not associated) ,
DA:A1:19:F0:D9:66, 2020-04-19 11:32:12, 2020-04-19 11:32:12, -86,        1, (not associated) ,
2E:6D:47:2E:7A:86, 2020-04-19 11:20:48, 2020-04-19 11:20:49, -62,        9, (not associated) ,
5E:0D:AF:01:38:3E, 2020-04-19 11:20:27, 2020-04-19 11:20:27, -85,        1, (not associated) ,
DA:A1:19:B5:B5:B5, 2020-04-19 10:00:02, 2020-04-19 11:18:24, -82,        2, (not associated) ,
1A:EA:30:7C:75:15, 2020-04-19 11:13:48, 2020-04-19 11:13:48, -88,        1, (not associated) ,
DA:A1:19:06:06:06, 2020-04-19 11:08:35, 2020-04-19 11:08:35, -89,        1, (not associated) ,
BA:F8:F2:B4:B6:9C, 2020-04-19 11:05:25, 2020-04-19 11:05:25, -57,        9, (not associated) ,
7A:70:E7:BB:7E:9A, 2020-04-19 11:05:22, 2020-04-19 11:05:22, -58,        9, (not associated) ,
7E:CD:CD:02:28:B6, 2020-04-19 11:01:49, 2020-04-19 11:01:49, -86,        1, (not associated) ,
FA:16:9F:54:9D:07, 2020-04-19 10:59:35, 2020-04-19 10:59:35, -82,        1, (not associated) ,
0E:5A:A9:79:F9:08, 2020-04-19 10:58:02, 2020-04-19 10:58:02, -90,        1, (not associated) ,
2E:E1:CA:CD:AB:8E, 2020-04-19 10:54:14, 2020-04-19 10:54:14, -81,        3, (not associated) ,
40:CB:C0:EC:91:C1, 2020-04-19 10:51:09, 2020-04-19 10:51:09, -70,        2, (not associated) ,ChangHome5
CA:BF:A5:9C:27:38, 2020-04-19 10:51:02, 2020-04-19 10:51:02, -64,        3, (not associated) ,
FA:5A:C1:9D:99:39, 2020-04-18 13:48:45, 2020-04-19 10:46:40, -77,      100, 00:25:00:FF:94:73,
DA:A1:19:8D:8D:8D, 2020-04-19 10:44:05, 2020-04-19 10:44:05, -76,        1, (not associated) ,
F0:99:B6:45:F8:C1, 2020-04-18 14:03:42, 2020-04-19 10:38:01, -89,        7, 48:8D:36:94:3C:E3,
76:E7:B0:EC:D5:E6, 2020-04-19 10:37:15, 2020-04-19 10:37:15, -51,        7, (not associated) ,
56:94:43:4C:AD:F6, 2020-04-19 10:36:26, 2020-04-19 10:36:26, -66,        6, (not associated) ,
CA:6B:45:2E:D8:03, 2020-04-19 10:15:52, 2020-04-19 10:33:52, -42,        2, (not associated) ,
DA:A1:19:FB:FB:FB, 2020-04-19 10:29:24, 2020-04-19 10:29:24, -86,        1, (not associated) ,
DC:71:96:14:2B:F2, 2020-04-18 17:37:46, 2020-04-19 10:29:25, -90,        2, (not associated) ,GoodLife
E2:FE:1E:57:33:AA, 2020-04-19 10:27:28, 2020-04-19 10:27:28, -86,        3, (not associated) ,
F2:99:3B:FB:89:9D, 2020-04-19 10:26:37, 2020-04-19 10:26:37, -90,        1, (not associated) ,
96:F2:59:BD:D0:92, 2020-04-19 10:26:15, 2020-04-19 10:26:15, -86,        1, (not associated) ,
7C:38:AD:2A:05:95, 2020-04-19 10:20:10, 2020-04-19 10:20:36, -89,       47, 24:F5:A2:59:E3:BF,
AA:CA:A9:E9:13:50, 2020-04-19 10:19:51, 2020-04-19 10:19:51, -86,        2, (not associated) ,
DA:A1:19:07:07:07, 2020-04-18 16:02:55, 2020-04-19 10:19:37, -79,        2, (not associated) ,
7E:AC:03:31:5F:D2, 2020-04-18 14:20:38, 2020-04-19 10:18:40, -81,        6, (not associated) ,
DA:A1:19:96:96:96, 2020-04-19 10:09:49, 2020-04-19 10:09:49, -85,        1, (not associated) ,
42:46:D1:1A:15:7F, 2020-04-19 09:48:52, 2020-04-19 10:06:52, -40,        2, (not associated) ,
BC:3B:AF:AD:FA:DE, 2020-04-19 10:04:14, 2020-04-19 10:04:14,  -1,        1, 4C:1B:86:06:AA:2A,
70:4D:7B:35:4C:C0, 2020-04-18 22:58:45, 2020-04-19 10:01:13, -89,       12, (not associated) ,
36:81:8C:F5:C8:A4, 2020-04-19 09:55:40, 2020-04-19 09:55:40, -93,        1, (not associated) ,
A6:6B:5A:B4:DF:EF, 2020-04-19 09:55:25, 2020-04-19 09:55:25, -93,        1, (not associated) ,
EA:2F:4C:79:65:EE, 2020-04-19 09:55:03, 2020-04-19 09:55:03, -92,        1, (not associated) ,
F8:A9:D0:23:A7:56, 2020-04-19 08:37:15, 2020-04-19 09:50:16, -87,        3, (not associated) ,
A6:F9:1C:4F:13:9B, 2020-04-19 09:49:50, 2020-04-19 09:49:50, -89,        1, (not associated) ,
CE:06:F5:20:5D:02, 2020-04-19 09:49:47, 2020-04-19 09:49:47, -89,        1, (not associated) ,
78:11:DC:ED:89:27, 2020-04-19 09:38:29, 2020-04-19 09:49:24, -95,        3, (not associated) ,
00:C1:A8:3B:DA:C4, 2020-04-19 03:48:56, 2020-04-19 09:47:59, -91,        3, (not associated) ,
B8:53:AC:96:9B:5C, 2020-04-19 09:42:59, 2020-04-19 09:42:59, -89,        2, (not associated) ,Singtel7002-22E6
5E:56:8D:FF:96:6E, 2020-04-19 09:42:47, 2020-04-19 09:42:47, -89,        1, (not associated) ,
C6:22:76:C2:1E:4F, 2020-04-19 09:41:03, 2020-04-19 09:41:04, -46,       11, (not associated) ,
62:F3:08:F9:FE:B4, 2020-04-19 09:41:01, 2020-04-19 09:41:01, -46,        9, (not associated) ,
DA:A1:19:F9:F9:F9, 2020-04-19 09:40:28, 2020-04-19 09:40:28, -79,        2, (not associated) ,
4A:3C:31:B1:26:67, 2020-04-19 09:21:52, 2020-04-19 09:39:52, -40,        3, (not associated) ,
2E:43:9F:19:F3:5D, 2020-04-19 09:37:59, 2020-04-19 09:37:59, -90,        1, (not associated) ,
C6:FE:D5:AE:FE:51, 2020-04-19 09:37:47, 2020-04-19 09:37:47, -81,        2, (not associated) ,
BC:3D:85:21:22:6F, 2020-04-19 09:35:40, 2020-04-19 09:35:40,  -1,        1, 44:FE:3B:59:56:0A,
DA:A1:19:C9:C9:C9, 2020-04-19 09:30:40, 2020-04-19 09:30:40, -87,        1, (not associated) ,
7C:A7:B0:06:35:C0, 2020-04-19 06:45:39, 2020-04-19 09:29:40, -91,        8, 58:EF:68:A3:39:2F,
12:AD:2D:61:43:3F, 2020-04-19 09:27:39, 2020-04-19 09:27:39, -91,        2, (not associated) ,
8E:73:F0:21:A5:18, 2020-04-19 09:27:25, 2020-04-19 09:27:25, -87,        1, (not associated) ,
DA:A1:19:D3:D3:D3, 2020-04-19 08:31:50, 2020-04-19 09:25:46, -87,        2, (not associated) ,
30:84:54:17:0A:69, 2020-04-19 09:21:53, 2020-04-19 09:22:38, -84,        5, (not associated) ,T2-NW-RocketAP
AE:9E:E9:BB:4D:58, 2020-04-19 09:19:37, 2020-04-19 09:19:37, -93,        1, (not associated) ,
84:F3:EB:2D:57:A6, 2020-04-18 23:03:39, 2020-04-19 09:08:13, -90,       70, 70:4F:57:89:7B:EB,
16:77:AF:A7:E0:04, 2020-04-19 09:05:26, 2020-04-19 09:05:26, -91,        1, (not associated) ,
96:DA:39:A9:00:4A, 2020-04-19 09:04:38, 2020-04-19 09:04:38, -90,        1, (not associated) ,
DA:A1:19:B8:B8:B8, 2020-04-19 09:01:14, 2020-04-19 09:01:14, -88,        1, (not associated) ,
4A:30:D1:82:81:F4, 2020-04-19 08:58:24, 2020-04-19 08:58:24, -90,        1, (not associated) ,
16:C7:78:07:47:C5, 2020-04-19 08:53:47, 2020-04-19 08:53:47, -91,        1, (not associated) ,
B4:52:7E:99:E5:64, 2020-04-18 19:46:18, 2020-04-19 08:48:49, -87,        4, (not associated) ,
CE:80:D2:B1:87:E5, 2020-04-19 08:48:15, 2020-04-19 08:48:15, -91,        1, (not associated) ,
22:E0:1B:22:48:FE, 2020-04-19 08:45:02, 2020-04-19 08:45:02, -89,        2, (not associated) ,
92:E7:C5:6A:14:C7, 2020-04-19 08:44:49, 2020-04-19 08:44:50, -51,       10, (not associated) ,
6E:6A:65:45:58:96, 2020-04-19 08:44:46, 2020-04-19 08:44:47, -60,        8, (not associated) ,
DA:A1:19:87:87:87, 2020-04-19 08:41:39, 2020-04-19 08:41:39, -79,        2, (not associated) ,
08:C5:E1:58:48:DD, 2020-04-19 08:38:20, 2020-04-19 08:38:25, -89,        3, (not associated) ,
72:CC:42:F6:7A:15, 2020-04-18 13:42:36, 2020-04-19 08:36:39, -76,      250, 10:BE:F5:D5:EE:E4,MWAWEN
3C:2E:FF:25:7E:73, 2020-04-19 08:29:15, 2020-04-19 08:29:15,  -1,        1, E0:3F:49:2A:D0:80,
D4:38:9C:D4:69:3B, 2020-04-19 08:26:49, 2020-04-19 08:26:58, -89,        3, (not associated) ,
98:6F:60:52:74:A3, 2020-04-18 17:41:38, 2020-04-19 08:21:13, -90,        2, (not associated) ,Singtel8800-154F
06:51:3C:9D:7C:2A, 2020-04-19 08:18:10, 2020-04-19 08:18:10, -68,        3, (not associated) ,
F6:DA:19:0B:5F:05, 2020-04-19 08:16:39, 2020-04-19 08:16:39, -46,        4, (not associated) ,
04:79:70:DB:C4:50, 2020-04-19 08:11:46, 2020-04-19 08:11:46, -89,        2, (not associated) ,
AE:0D:27:F3:70:3D, 2020-04-19 08:07:39, 2020-04-19 08:07:39, -90,        1, (not associated) ,
A2:78:5C:27:1B:D4, 2020-04-19 08:06:00, 2020-04-19 08:06:00, -75,        1, (not associated) ,
8C:F5:A3:4B:E2:F4, 2020-04-19 08:03:35, 2020-04-19 08:03:35, -92,        1, (not associated) ,
BA:63:34:C5:7A:16, 2020-04-19 08:02:25, 2020-04-19 08:02:25, -91,        1, (not associated) ,
0E:AD:44:E8:E8:EB, 2020-04-19 08:01:24, 2020-04-19 08:01:24, -46,        9, (not associated) ,
42:AD:B2:B4:4F:23, 2020-04-19 08:01:27, 2020-04-19 08:01:27, -78,       10, (not associated) ,
74:B5:87:B0:37:67, 2020-04-18 21:44:07, 2020-04-19 08:01:14, -91,        4, (not associated) ,Dodgers
EA:80:CC:1A:AA:7C, 2020-04-19 07:51:51, 2020-04-19 07:51:51, -95,        1, (not associated) ,
66:D8:A1:81:6E:F0, 2020-04-19 07:47:27, 2020-04-19 07:47:27, -90,        1, (not associated) ,
06:AA:CF:18:97:E7, 2020-04-19 07:44:27, 2020-04-19 07:44:27, -93,        1, (not associated) ,
48:8D:36:98:1A:EB, 2020-04-19 07:17:25, 2020-04-19 07:17:25, -90,        1, (not associated) ,
2E:C2:19:B5:97:3C, 2020-04-19 07:16:50, 2020-04-19 07:16:50, -46,        9, (not associated) ,
7A:38:DF:42:1B:6F, 2020-04-19 07:16:39, 2020-04-19 07:16:39, -48,        9, (not associated) ,
3A:21:44:09:28:24, 2020-04-19 07:05:10, 2020-04-19 07:05:10, -44,        8, (not associated) ,
8E:D2:4B:87:93:3A, 2020-04-19 07:05:13, 2020-04-19 07:05:13, -49,        7, (not associated) ,
A8:5C:2C:23:6B:EF, 2020-04-19 07:01:37, 2020-04-19 07:01:58, -93,        5, E0:51:63:96:FE:B0,
DE:F1:10:54:EB:C0, 2020-04-19 06:59:23, 2020-04-19 06:59:23, -92,        1, (not associated) ,
AE:12:34:EA:03:0D, 2020-04-19 06:59:02, 2020-04-19 06:59:02, -85,        1, (not associated) ,
5A:CF:A4:47:F2:E2, 2020-04-19 06:58:39, 2020-04-19 06:58:39, -88,        1, (not associated) ,
52:1C:6C:F3:4D:B7, 2020-04-19 06:58:36, 2020-04-19 06:58:36, -88,        1, (not associated) ,
DA:A1:19:68:B8:4D, 2020-04-19 06:52:34, 2020-04-19 06:52:34, -85,        1, (not associated) ,
3A:A9:1D:68:62:90, 2020-04-19 06:37:03, 2020-04-19 06:37:03, -47,        9, (not associated) ,
DA:A1:19:5C:5C:5C, 2020-04-19 06:24:12, 2020-04-19 06:24:13, -69,        2, (not associated) ,
DA:A1:19:79:79:79, 2020-04-18 21:56:10, 2020-04-19 06:21:22, -85,        6, (not associated) ,
DA:A1:19:C5:9B:68, 2020-04-19 05:04:59, 2020-04-19 05:06:11, -80,        8, (not associated) ,SINGTEL-B661
A6:75:AB:9D:2A:C9, 2020-04-19 05:04:05, 2020-04-19 05:04:05, -35,        1, (not associated) ,
E0:33:8E:14:30:6E, 2020-04-19 02:39:53, 2020-04-19 05:00:19, -92,       15, E4:3E:D7:A6:1A:3E,SINGTEL-1A3C
DA:A1:19:D6:D6:D6, 2020-04-19 04:59:56, 2020-04-19 04:59:56, -82,        2, (not associated) ,
EC:F3:42:14:65:41, 2020-04-19 04:55:44, 2020-04-19 04:55:44, -92,        1, (not associated) ,
7A:68:7D:1E:66:46, 2020-04-19 04:55:05, 2020-04-19 04:55:05, -35,        1, (not associated) ,
DA:A1:19:90:4F:02, 2020-04-19 04:53:54, 2020-04-19 04:53:54, -79,        3, (not associated) ,
6E:8D:F9:B1:2A:E2, 2020-04-19 04:44:30, 2020-04-19 04:44:30, -65,        9, (not associated) ,
DA:A1:19:98:98:98, 2020-04-18 16:27:23, 2020-04-19 04:30:51, -75,        3, (not associated) ,
DA:A1:19:02:02:02, 2020-04-19 04:29:55, 2020-04-19 04:29:55, -80,        2, (not associated) ,
DA:A1:19:DA:DA:DA, 2020-04-18 22:40:30, 2020-04-19 04:19:54, -78,        4, (not associated) ,
6A:65:B7:43:2A:6E, 2020-04-19 04:16:30, 2020-04-19 04:16:30, -47,        9, (not associated) ,
AA:57:E9:FC:B4:19, 2020-04-19 04:16:27, 2020-04-19 04:16:27, -56,        9, (not associated) ,
FE:AE:B6:21:6B:3E, 2020-04-19 04:16:19, 2020-04-19 04:16:19, -48,       10, (not associated) ,
AA:F2:E6:01:35:02, 2020-04-19 04:16:16, 2020-04-19 04:16:17, -69,       10, (not associated) ,
D2:A6:11:ED:F7:73, 2020-04-19 04:01:05, 2020-04-19 04:10:05, -36,        2, (not associated) ,
DA:A1:19:12:12:12, 2020-04-19 04:10:03, 2020-04-19 04:10:03, -82,        1, (not associated) ,
9A:71:18:B5:72:C5, 2020-04-19 03:59:18, 2020-04-19 03:59:18, -73,        2, (not associated) ,
6E:C6:1C:9D:3E:9A, 2020-04-19 03:57:40, 2020-04-19 03:57:40, -42,        9, (not associated) ,
02:59:E8:B1:50:9A, 2020-04-19 03:57:29, 2020-04-19 03:57:30, -48,        8, (not associated) ,
DA:A1:19:CF:CF:CF, 2020-04-19 03:55:07, 2020-04-19 03:55:07, -83,        3, (not associated) ,
D2:CF:EB:09:54:A8, 2020-04-19 03:54:38, 2020-04-19 03:54:38, -75,        3, (not associated) ,
6E:FF:2E:31:89:46, 2020-04-19 03:25:05, 2020-04-19 03:52:05, -36,        3, (not associated) ,
F2:07:41:B4:3D:73, 2020-04-19 03:52:03, 2020-04-19 03:52:03, -78,        4, (not associated) ,
FE:B5:87:49:AE:EB, 2020-04-19 03:49:55, 2020-04-19 03:49:55, -72,        3, (not associated) ,
B6:B3:4D:12:41:C3, 2020-04-19 03:47:54, 2020-04-19 03:47:54, -77,        3, (not associated) ,
32:B5:D1:02:78:DD, 2020-04-19 03:45:53, 2020-04-19 03:45:53, -75,        3, (not associated) ,
D2:63:51:DE:00:98, 2020-04-19 03:45:30, 2020-04-19 03:45:30, -93,        1, (not associated) ,
46:AC:12:27:A6:9E, 2020-04-19 03:43:51, 2020-04-19 03:43:51, -79,        2, (not associated) ,
8A:96:75:60:A6:F8, 2020-04-19 03:41:50, 2020-04-19 03:41:50, -78,        4, (not associated) ,
48:C7:96:88:F8:09, 2020-04-19 03:25:05, 2020-04-19 03:25:05, -79,        2, (not associated) ,
4A:66:CF:CA:C2:17, 2020-04-19 03:24:39, 2020-04-19 03:24:39, -58,       11, (not associated) ,
DA:A1:19:A1:C8:BC, 2020-04-19 03:24:41, 2020-04-19 03:24:41, -87,        2, (not associated) ,
DA:A1:19:0B:B3:20, 2020-04-19 03:23:38, 2020-04-19 03:23:38, -88,        1, (not associated) ,
DA:A1:19:88:E8:25, 2020-04-19 03:22:16, 2020-04-19 03:22:16, -89,        1, (not associated) ,
DA:A1:19:1E:84:CF, 2020-04-19 03:19:53, 2020-04-19 03:19:53, -85,        1, (not associated) ,
DA:A1:19:B5:01:30, 2020-04-19 03:18:52, 2020-04-19 03:18:52, -85,        1, (not associated) ,
92:C4:EE:09:F7:87, 2020-04-19 03:07:05, 2020-04-19 03:16:05, -34,        2, (not associated) ,
DA:A1:19:FE:24:39, 2020-04-19 03:10:19, 2020-04-19 03:10:19, -84,        1, (not associated) ,
DA:A1:19:29:87:41, 2020-04-19 03:09:17, 2020-04-19 03:09:17, -89,        1, (not associated) ,
52:26:1E:13:B4:88, 2020-04-19 02:59:04, 2020-04-19 02:59:04, -40,       10, (not associated) ,
3A:DE:0C:04:2B:28, 2020-04-19 02:58:51, 2020-04-19 02:58:52, -39,       10, (not associated) ,
5A:CE:A8:3E:8D:9C, 2020-04-19 02:58:41, 2020-04-19 02:58:41, -43,        8, (not associated) ,
DA:A1:19:F8:F8:F8, 2020-04-19 02:50:29, 2020-04-19 02:50:29, -91,        1, (not associated) ,
66:5B:81:CB:16:BC, 2020-04-19 02:48:39, 2020-04-19 02:48:39, -78,        3, (not associated) ,
86:C9:3A:E1:04:EE, 2020-04-19 02:48:41, 2020-04-19 02:48:42, -80,        4, (not associated) ,
A6:5C:CF:88:3B:66, 2020-04-19 02:47:40, 2020-04-19 02:47:40, -72,        3, (not associated) ,
4A:23:E1:3C:3F:8E, 2020-04-19 02:46:55, 2020-04-19 02:46:55, -89,        1, (not associated) ,
EA:8A:79:E0:54:A2, 2020-04-19 02:43:49, 2020-04-19 02:43:50, -71,        6, (not associated) ,
1A:A8:E6:87:63:E9, 2020-04-19 02:39:50, 2020-04-19 02:39:50, -81,        2, (not associated) ,
1E:1E:BF:3B:70:0B, 2020-04-19 02:36:42, 2020-04-19 02:36:42, -79,        4, (not associated) ,
D6:2D:D7:1A:DB:0D, 2020-04-19 02:32:39, 2020-04-19 02:32:40, -79,        3, (not associated) ,
2E:95:B2:3E:EF:A2, 2020-04-19 02:29:19, 2020-04-19 02:29:19, -49,       10, (not associated) ,
96:94:D7:03:65:09, 2020-04-19 02:29:03, 2020-04-19 02:29:03, -38,        7, (not associated) ,
D2:7D:FB:63:6B:8B, 2020-04-19 02:28:38, 2020-04-19 02:28:39, -20,       10, (not associated) ,
F6:C5:F4:98:93:83, 2020-04-19 02:28:42, 2020-04-19 02:28:42, -38,       12, (not associated) ,
A2:9B:49:31:6E:B3, 2020-04-19 02:28:26, 2020-04-19 02:28:26, -78,        2, (not associated) ,
FA:C8:6E:31:9E:30, 2020-04-19 02:28:05, 2020-04-19 02:28:05, -28,        1, (not associated) ,
CA:1D:7D:AD:FA:CC, 2020-04-19 02:26:30, 2020-04-19 02:26:31, -34,        9, (not associated) ,
EE:E9:7D:0F:B0:F6, 2020-04-19 02:24:51, 2020-04-19 02:24:51, -30,       11, (not associated) ,
DA:3A:40:C1:DB:AC, 2020-04-19 02:24:54, 2020-04-19 02:24:54, -34,        9, (not associated) ,
FA:BE:92:5B:9C:60, 2020-04-19 02:24:24, 2020-04-19 02:24:28, -30,       17, (not associated) ,
76:A5:20:7E:E6:DD, 2020-04-19 02:22:15, 2020-04-19 02:22:15, -83,        1, (not associated) ,
BE:41:B9:95:E6:32, 2020-04-19 02:18:02, 2020-04-19 02:18:02, -75,        3, (not associated) ,
DA:A1:19:93:CD:42, 2020-04-18 23:15:34, 2020-04-19 02:18:02, -77,      113, (not associated) ,SINGTEL-B661
5E:81:59:58:BD:81, 2020-04-19 02:17:28, 2020-04-19 02:17:28, -89,        1, (not associated) ,
00:24:E4:3E:7E:FC, 2020-04-19 02:09:53, 2020-04-19 02:09:53, -85,        1, (not associated) ,DL-ChangNet
DA:A1:19:84:84:84, 2020-04-19 02:03:29, 2020-04-19 02:03:29, -76,        1, (not associated) ,
26:A4:62:4B:95:0F, 2020-04-18 23:58:35, 2020-04-19 00:49:20, -37,      170, (not associated) ,
66:07:06:6F:AB:9F, 2020-04-19 00:50:06, 2020-04-19 00:50:06, -89,        1, (not associated) ,
9A:4D:3B:CF:3B:5E, 2020-04-19 00:47:11, 2020-04-19 00:47:11, -35,        8, (not associated) ,
DA:A1:19:64:64:64, 2020-04-18 15:43:14, 2020-04-19 00:47:07, -83,        2, (not associated) ,
DA:A1:19:99:0B:C8, 2020-04-19 00:46:55, 2020-04-19 00:46:55, -80,        2, (not associated) ,
DA:A1:19:E3:91:EE, 2020-04-19 00:46:55, 2020-04-19 00:46:55, -85,        1, (not associated) ,
DA:A1:19:22:22:22, 2020-04-19 00:45:31, 2020-04-19 00:45:31, -80,        1, (not associated) ,
22:35:C7:47:30:4B, 2020-04-19 00:40:44, 2020-04-19 00:42:59, -31,        2, (not associated) ,
DA:A1:19:00:00:00, 2020-04-19 00:42:11, 2020-04-19 00:42:11, -84,        1, (not associated) ,
1E:92:67:F4:9B:28, 2020-04-19 00:41:21, 2020-04-19 00:41:21, -43,        8, (not associated) ,
DA:A1:19:EA:5C:BA, 2020-04-19 00:38:07, 2020-04-19 00:38:07, -81,        1, (not associated) ,
DA:A1:19:94:94:94, 2020-04-19 00:37:10, 2020-04-19 00:37:10, -87,        1, (not associated) ,
76:42:E9:B1:DF:6D, 2020-04-19 00:33:44, 2020-04-19 00:33:44, -84,        1, (not associated) ,
DA:A1:19:A6:A6:A6, 2020-04-19 00:27:08, 2020-04-19 00:27:08, -87,        1, (not associated) ,
00:00:33:33:00:00, 2020-04-19 00:25:08, 2020-04-19 00:25:08,  -1,        1, 00:FB:50:D4:F7:80,
DA:A1:19:80:80:80, 2020-04-19 00:23:21, 2020-04-19 00:23:21, -78,        4, (not associated) ,
3E:F2:CB:4F:72:0E, 2020-04-19 00:18:55, 2020-04-19 00:18:56, -50,        9, (not associated) ,
DA:A1:19:0A:F0:FF, 2020-04-19 00:18:19, 2020-04-19 00:18:19, -83,        2, (not associated) ,
B4:F7:A1:86:A1:01, 2020-04-18 23:55:19, 2020-04-19 00:17:19, -90,        3, 40:9B:CD:A7:DA:F4,
DA:A1:19:6A:6A:6A, 2020-04-19 00:17:07, 2020-04-19 00:17:07, -82,        1, (not associated) ,
DA:A1:19:AD:7D:CE, 2020-04-19 00:09:21, 2020-04-19 00:09:21, -86,        2, (not associated) ,
32:24:78:74:C5:D6, 2020-04-19 00:05:57, 2020-04-19 00:05:57, -64,        4, (not associated) ,
FF:FF:8C:85:90:8D, 2020-04-19 00:04:09, 2020-04-19 00:04:09, -39,        1, 00:00:FF:FF:FF:FF,
DA:A1:19:57:3B:4E, 2020-04-18 23:58:22, 2020-04-18 23:58:22, -87,        1, (not associated) ,
AE:6E:13:45:9F:E6, 2020-04-18 23:44:05, 2020-04-18 23:57:35, -45,       37, (not associated) ,
A2:E7:BC:16:31:0C, 2020-04-18 23:54:32, 2020-04-18 23:54:33, -39,       10, (not associated) ,
9C:B6:D0:90:53:CB, 2020-04-18 13:43:27, 2020-04-18 23:50:35, -50,      836, (not associated) ,ChangHome5,SPDNET,Chang  Home Network 5,jyschang@unifi,Chang Home Network 5
3A:ED:C4:EA:AE:69, 2020-04-18 23:49:57, 2020-04-18 23:49:57, -92,        1, (not associated) ,
B6:66:14:52:46:20, 2020-04-18 23:30:35, 2020-04-18 23:39:35, -45,       23, (not associated) ,
9C:B7:0D:2F:64:48, 2020-04-18 22:35:50, 2020-04-18 23:38:35, -93,        6, (not associated) ,
68:EC:C5:7D:68:51, 2020-04-18 14:20:50, 2020-04-18 23:38:11, -90,        8, 48:8D:36:94:3C:E3,SINGTEL-3CE3
DA:A1:19:1A:1A:1A, 2020-04-18 23:37:48, 2020-04-18 23:37:48, -88,        1, (not associated) ,
DA:A1:19:20:56:7B, 2020-04-18 23:37:23, 2020-04-18 23:37:23, -83,        1, (not associated) ,
6A:26:59:68:8E:32, 2020-04-18 23:33:32, 2020-04-18 23:33:32, -91,        1, (not associated) ,
3A:9C:D9:80:7E:D1, 2020-04-18 23:26:27, 2020-04-18 23:30:57, -90,        2, (not associated) ,
6A:9C:27:B6:87:A3, 2020-04-18 22:39:43, 2020-04-18 23:29:10, -34,      181, (not associated) ,
22:05:CF:BD:DE:02, 2020-04-18 23:26:22, 2020-04-18 23:26:23, -39,        8, (not associated) ,
DA:A1:19:82:37:40, 2020-04-18 23:23:09, 2020-04-18 23:23:09, -92,        1, (not associated) ,
00:DB:DF:D9:49:82, 2020-04-18 23:22:44, 2020-04-18 23:22:44, -91,        1, (not associated) ,
DA:A1:19:66:7C:E3, 2020-04-18 23:21:46, 2020-04-18 23:21:46, -85,        1, (not associated) ,
EE:8E:5F:90:5B:9C, 2020-04-18 23:05:52, 2020-04-18 23:19:22, -36,        5, (not associated) ,
DA:A1:19:1D:1D:1D, 2020-04-18 23:04:48, 2020-04-18 23:04:48, -70,        5, (not associated) ,
46:38:20:90:0E:2B, 2020-04-18 23:00:57, 2020-04-18 23:00:57, -93,        1, (not associated) ,
48:C7:96:BD:52:3F, 2020-04-18 22:53:24, 2020-04-18 22:53:24, -83,        2, (not associated) ,
90:18:7C:E2:34:75, 2020-04-18 22:52:32, 2020-04-18 22:52:32, -92,        1, (not associated) ,
DA:A1:19:73:73:73, 2020-04-18 22:51:00, 2020-04-18 22:51:00, -65,        3, (not associated) ,
DA:A1:19:EA:B3:AF, 2020-04-18 22:50:10, 2020-04-18 22:50:10, -85,        1, (not associated) ,TP-Link_5D84
DA:A1:19:34:34:34, 2020-04-18 22:41:35, 2020-04-18 22:41:35, -73,        2, (not associated) ,
DA:A1:19:02:59:EE, 2020-04-18 14:14:01, 2020-04-18 22:27:36, -88,       12, (not associated) ,
